fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,long_diff,lat_diff,year,month,day,hour,weekday,time_of_day,distance,cost_per_km,Country,State,City,Area,max_temp,min_temp,precipitation,snow
7.3,-73.99079300000001,40.750895,-73.974758,40.741923,5,0.0160350000000164,0.0089719999999999,2009,6,2,7,1,morning rush hour,1681.2825661746083,4.341923330954152,United States,New York,New York,Manhattan,26.7,16.1,1.5,0.0
4.5,-73.956615,40.767603,-73.965367,40.769688,2,0.0087520000000012,0.002085000000001,2014,1,25,17,5,evening rush hour,774.34647699077,5.811352067472037,United States,New York,New York,Manhattan,-2.1,-7.1,1.0,25.0
6.5,-73.987447,40.733067,-74.002172,40.740632,1,0.0147249999999985,0.0075649999999996,2014,8,4,17,0,evening rush hour,1500.9304177588635,4.330647126004396,United States,New York,New York,Manhattan,28.9,21.1,0.0,0.0
6.5,-73.98507690429686,40.73244857788085,-73.9961166381836,40.73833847045898,2,0.0110397338867329,0.005889892578125,2015,4,8,10,2,morning rush hour,1139.0446072071677,5.706536828208511,United States,New York,New York,Manhattan,7.2,2.8,0.0,0.0
15.5,-73.973638,40.757932,-73.997785,40.724342,1,0.0241469999999992,0.0335899999999966,2014,3,24,12,0,afternoon,4251.30729684224,3.6459373359138247,United States,New York,New York,Manhattan,1.7,-6.0,0.0,0.0
6.1,-73.96678,40.757327,-73.982874,40.739181,1,0.0160939999999953,0.0181459999999944,2011,11,27,16,6,evening rush hour,2430.6511699608777,2.509615561207074,United States,New York,New York,Manhattan,17.2,8.3,0.0,0.0
12.5,-73.99691999999999,40.72064,-73.98808000000001,40.74819,1,0.0088399999999779,0.0275499999999979,2014,10,4,22,5,night,3149.2062374579173,3.969254173105592,United States,New York,New York,Manhattan,20.6,11.1,30.0,0.0
3.5,-73.97251999999999,40.753437,-73.968294,40.760745,1,0.0042259999999885,0.0073080000000018,2014,3,6,6,3,early morning,886.5420692399078,3.947923196697011,United States,New York,New York,Manhattan,-0.5,-8.8,0.0,0.0
6.1,-73.98786199999999,40.738565,-73.999763,40.72195,1,0.0119010000000088,0.0166150000000016,2011,2,19,11,5,afternoon,2101.2031866473703,2.903098585973979,United States,New York,New York,Manhattan,12.2,-5.0,0.0,0.0
4.0,-73.979315,40.776897,-73.986242,40.780575,1,0.0069270000000045,0.0036780000000007,2014,4,18,23,4,clubbing,713.2707290834277,5.607968807496291,United States,New York,New York,Manhattan,9.4,1.7,0.0,0.0
8.9,-73.96248299999999,40.773237,-73.982075,40.779066,1,0.0195920000000029,0.0058289999999985,2009,4,22,11,2,afternoon,1776.0989713950569,5.010982013580805,United States,New York,New York,Manhattan,13.3,8.3,1.0,0.0
5.7,-73.98522,40.723707,-73.99152,40.735177,2,0.0062999999999959,0.0114700000000027,2009,12,30,22,2,night,1380.4473465726107,4.129096277487164,United States,New York,New York,Manhattan,0.0,-7.2,0.0,0.0
10.0,-73.98944854736328,40.73759078979492,-73.97264862060547,40.75937271118164,1,0.0167999267578125,0.0217819213867187,2015,5,5,14,1,afternoon,2804.2743101154824,3.5659849551551868,United States,New York,New York,Manhattan,29.4,18.9,0.0,0.0
9.3,-73.994087,40.751154,-73.982028,40.758136,4,0.0120589999999936,0.0069820000000007,2010,7,1,8,3,morning rush hour,1279.912122827687,7.266123848763677,United States,New York,New York,Manhattan,25.0,16.7,0.0,0.0
7.3,-73.98158000000001,40.763143,-74.000254,40.759134,3,0.01867399999999,0.0040089999999963,2009,9,1,8,1,morning rush hour,1638.442630408002,4.455450477495307,United States,New York,New York,Manhattan,23.3,13.9,0.0,0.0
10.5,-73.973467,40.757442,-73.99736700000001,40.724577,2,0.0239000000000118,0.032865000000001,2014,7,6,17,6,evening rush hour,4170.70938417123,2.5175573344548616,United States,New York,New York,Manhattan,28.9,18.9,0.0,0.0
5.3,-73.968733,40.786187,-73.980648,40.774107,1,0.0119150000000018,0.0120799999999974,2010,12,5,12,6,afternoon,1676.6605476296625,3.1610453335308355,United States,New York,New York,Manhattan,1.7,-1.1,0.0,0.0
7.7,-74.00555899999999,40.745773,-73.976892,40.736789,2,0.0286669999999844,0.0089839999999981,2011,4,14,14,3,afternoon,2618.792310440981,2.9402866234563634,United States,New York,New York,Manhattan,20.6,8.9,0.0,0.0
8.5,-73.985763,40.767742,-73.97381,40.753972,1,0.0119530000000054,0.0137700000000009,2011,7,20,8,2,morning rush hour,1832.203578844232,4.639222463129269,United States,New York,New York,Manhattan,31.7,23.9,0.0,0.0
6.5,-73.974151,40.747188,-73.99212,40.738021999999994,2,0.0179689999999936,0.0091660000000075,2009,3,15,11,6,afternoon,1827.417582767373,3.556931957586094,United States,New York,New York,Manhattan,10.6,5.6,0.0,0.0
6.9,-73.961988,40.773478,-73.967392,40.787932,1,0.0054039999999986,0.0144540000000006,2009,6,30,15,1,evening rush hour,1668.67479418089,4.135017814173334,United States,New York,New York,Manhattan,28.9,18.3,16.8,0.0
13.5,-73.99002838134766,40.7345085144043,-73.96251678466798,40.77288436889648,1,0.0275115966796732,0.0383758544921803,2015,2,12,22,3,night,4853.756737346077,2.7813507620040907,United States,New York,New York,Manhattan,4.4,-8.8,0.0,0.0
4.9,-73.977352,40.760313,-73.959138,40.759398,1,0.0182140000000003,0.0009149999999991,2009,10,3,6,5,early morning,1541.3396113527865,3.179052795314474,United States,New York,New York,Manhattan,21.1,17.2,7.4,0.0
13.7,-73.973387,40.784707,-73.98787,40.751617,1,0.0144829999999984,0.0330899999999942,2011,11,9,18,2,evening rush hour,3872.736444559146,3.537550307418232,United States,New York,New York,Manhattan,18.3,10.6,0.0,0.0
7.7,-73.967425,40.760568,-73.976065,40.776113,2,0.0086399999999997,0.015545000000003,2011,11,3,9,3,morning rush hour,1874.0618511892433,4.108722449642593,United States,New York,New York,Manhattan,15.0,7.8,0.0,0.0
7.3,-73.97304799999999,40.76212,-73.952492,40.766412,2,0.0205559999999849,0.0042919999999995,2009,5,5,10,1,morning rush hour,1799.883858876658,4.055817248428501,United States,New York,New York,Manhattan,12.2,10.6,7.9,0.0
4.1,-73.980082,40.765167,-73.98236999999999,40.770162,5,0.0022879999999929,0.0049950000000009,2009,9,12,17,5,evening rush hour,587.366915090546,6.980304635251649,United States,New York,New York,Manhattan,19.4,17.2,0.8,0.0
6.5,-74.004273,40.747427,-73.98634200000001,40.762392,1,0.0179309999999901,0.0149649999999965,2009,7,9,17,3,evening rush hour,2248.234302077712,2.8911577383162452,United States,New York,New York,Manhattan,22.8,16.1,0.0,0.0
10.0,-73.951825,40.781593,-73.98133,40.76369,1,0.0295050000000003,0.017903000000004,2014,9,27,6,5,early morning,3187.051515886813,3.1376963786597125,United States,New York,New York,Manhattan,28.3,15.6,0.0,0.0
8.0,-74.00302124023438,40.74802017211913,-74.00689697265625,40.72520446777344,1,0.003875732421875,0.022815704345696,2015,5,6,8,2,morning rush hour,2554.720292206146,3.131458275258598,United States,New York,New York,Manhattan,22.8,15.0,0.0,0.0
6.9,-73.974797,40.750455,-73.982217,40.736053000000005,2,0.0074200000000104,0.0144019999999969,2010,7,14,18,2,evening rush hour,1717.7306726935487,4.016927746408702,United States,New York,New York,Manhattan,26.1,22.8,11.4,0.0
3.7,-73.980037,40.745632,-73.973706,40.748954,1,0.0063309999999887,0.0033219999999971,2009,6,19,1,4,clubbing,649.60234844245,5.695792216378961,United States,New York,New York,Manhattan,25.0,17.2,0.0,0.0
13.0,-73.97879028320312,40.76677703857422,-73.98624420166014,40.745872497558594,5,0.007453918457017,0.020904541015625,2015,6,23,9,1,morning rush hour,2405.2535970206877,5.4048354884918135,United States,New York,New York,Manhattan,32.2,23.9,0.5,0.0
8.5,-73.992338,40.730622,-73.97272099999999,40.758221,1,0.0196170000000108,0.0275990000000021,2010,2,8,12,0,afternoon,3484.015274051379,2.4397137588078923,United States,New York,New York,Manhattan,2.8,-5.0,0.0,0.0
8.5,-74.00575500000001,40.740463,-73.98037,40.749253,5,0.0253850000000142,0.0087900000000047,2011,1,16,3,6,early morning,2355.7352418708665,3.6082153244222432,United States,New York,New York,Manhattan,2.8,-3.3,0.0,0.0
7.5,-73.99512481689453,40.760101318359375,-73.98626708984375,40.772136688232415,1,0.0088577270507812,0.0120353698730397,2015,2,12,9,3,morning rush hour,1531.5362882255647,4.897043614088626,United States,New York,New York,Manhattan,4.4,-8.8,0.0,0.0
4.9,-73.97665699999999,40.75182,-73.990708,40.750923,1,0.0140510000000091,0.0008970000000019,2010,11,9,6,1,early morning,1190.788245597254,4.114921370879293,United States,New York,New York,Manhattan,12.2,5.0,0.0,0.0
12.5,-73.98683100000001,40.747747,-73.99140899999999,40.715867,2,0.0045779999999808,0.0318799999999939,2014,10,9,1,3,clubbing,3561.293476409644,3.509960659743776,United States,New York,New York,Manhattan,20.0,12.8,0.0,0.0
7.3,-73.974914,40.751661,-73.981833,40.737164,1,0.0069189999999963,0.0144969999999986,2010,6,10,10,3,morning rush hour,1712.6578720387645,4.262380782047269,United States,New York,New York,Manhattan,23.3,14.4,6.4,0.0
7.7,-73.979333,40.742212,-73.99385799999999,40.751518,1,0.0145249999999919,0.0093059999999951,2009,9,1,10,1,morning rush hour,1604.0014019640378,4.800494557281339,United States,New York,New York,Manhattan,23.3,13.9,0.0,0.0
8.5,-73.996418,40.732352,-73.977412,40.746833,2,0.0190060000000045,0.0144810000000035,2014,12,21,1,6,clubbing,2272.252468891587,3.740781500458147,United States,New York,New York,Manhattan,2.2,-0.5,0.0,0.0
5.7,-73.955878,40.76737,-73.967555,40.763067,1,0.0116770000000059,0.0043030000000001,2009,4,7,10,1,morning rush hour,1095.6200356345337,5.2025335559866965,United States,New York,New York,Manhattan,9.4,3.9,0.0,0.0
10.1,-73.982596,40.751014,-73.99904699999999,40.722874,1,0.0164509999999893,0.0281400000000004,2010,3,12,15,4,evening rush hour,3419.9510009570713,2.9532586862132004,United States,New York,New York,Manhattan,6.1,3.9,5.3,0.0
19.0,-73.982608,40.772337,-73.95504,40.745816999999995,1,0.0275680000000022,0.0265200000000049,2014,3,22,12,5,afternoon,3753.948502113608,5.0613374129406195,United States,New York,New York,Manhattan,17.2,5.0,0.0,0.0
7.3,-73.999717,40.73835,-73.992147,40.72537,2,0.0075700000000011,0.0129799999999988,2009,8,7,23,4,clubbing,1576.896134882887,4.629347385991378,United States,New York,New York,Manhattan,26.1,17.8,0.0,0.0
5.3,-73.994312,40.740935,-73.984237,40.754502,2,0.0100750000000005,0.0135670000000018,2011,9,28,10,2,morning rush hour,1730.2765732930782,3.063094121371008,United States,New York,New York,Manhattan,23.3,20.0,2.8,0.0
5.5,-73.973294,40.755027,-73.979022,40.747021,1,0.0057280000000048,0.0080060000000017,2014,6,6,10,4,morning rush hour,1012.1392411230752,5.434034939597017,United States,New York,New York,Manhattan,24.4,16.1,0.0,0.0
5.3,-73.991934,40.750118,-73.98801999999999,40.738424,1,0.0039140000000088,0.0116939999999985,2010,10,23,20,5,night,1340.0219223922732,3.955159174215731,United States,New York,New York,Manhattan,17.8,6.7,0.0,0.0
5.5,-73.98577399999999,40.762882,-73.979744,40.775181,1,0.0060299999999955,0.0122990000000058,2014,6,21,9,5,morning rush hour,1457.596208797297,3.773335829775656,United States,New York,New York,Manhattan,25.6,16.7,0.0,0.0
6.9,-74.004222,40.722266999999995,-73.996063,40.739343,5,0.008158999999992,0.0170760000000029,2009,8,15,23,5,clubbing,2017.644418154477,3.419829548712738,United States,New York,New York,Manhattan,31.1,21.1,0.0,0.0
8.5,-74.002652,40.733857,-73.993335,40.72245,1,0.0093169999999958,0.0114069999999983,2014,2,6,19,3,night,1491.3535624670048,5.6995203645333135,United States,New York,New York,Manhattan,0.0,-6.0,0.0,0.0
6.5,-73.97975,40.76513,-73.962025,40.767697,1,0.0177249999999986,0.002566999999999,2011,5,23,19,0,night,1523.456256949441,4.26661413502975,United States,New York,New York,Manhattan,19.4,12.8,2.5,0.0
5.0,-74.004237,40.751967,-74.005022,40.74148,1,0.0007849999999933,0.0104869999999976,2014,3,5,1,2,clubbing,1166.4566587541678,4.286485882244645,United States,New York,New York,Manhattan,3.9,-3.2,0.0,0.0
5.7,-73.976844,40.758666,-73.987866,40.749311,1,0.0110219999999969,0.0093549999999993,2010,5,12,15,2,evening rush hour,1394.8429304821195,4.086481621288948,United States,New York,New York,Manhattan,8.9,6.7,10.9,0.0
4.9,-74.002975,40.749237,-73.989446,40.753319,1,0.0135290000000054,0.0040819999999968,2009,5,22,13,4,afternoon,1229.172430706784,3.9864219840844144,United States,New York,New York,Manhattan,28.9,16.7,0.0,0.0
6.9,-73.967664,40.771786,-73.976822,40.759771,2,0.0091579999999993,0.0120149999999981,2011,10,8,15,5,evening rush hour,1542.119233166814,4.474362196903885,United States,New York,New York,Manhattan,25.0,12.2,0.0,0.0
8.1,-73.985378,40.723558,-73.979093,40.750142,1,0.0062849999999912,0.0265839999999997,2011,7,13,7,2,morning rush hour,2999.477489782732,2.700470341114887,United States,New York,New York,Manhattan,30.0,20.6,2.8,0.0
10.5,-73.9826889038086,40.73786544799805,-74.00634765625,40.72651290893555,1,0.0236587524414062,0.0113525390625,2015,4,29,13,2,afternoon,2362.964983753905,4.443569867598826,United States,New York,New York,Manhattan,25.6,10.0,0.0,0.0
7.7,-73.982618,40.766742,-73.990478,40.751458,2,0.0078599999999937,0.0152840000000011,2009,6,19,14,4,afternoon,1822.4302783850496,4.225127343046216,United States,New York,New York,Manhattan,25.0,17.2,0.0,0.0
15.7,-73.997272,40.750477,-73.955004,40.771815,1,0.0422679999999928,0.021338,2011,11,30,13,2,afternoon,4284.023418095839,3.664779219852708,United States,New York,New York,Manhattan,11.1,6.1,0.0,0.0
5.7,-73.964303,40.756422,-73.95209799999999,40.773292,1,0.0122050000000086,0.0168699999999972,2009,12,1,15,1,evening rush hour,2138.1277377843567,2.6658837539363516,United States,New York,New York,Manhattan,8.3,1.7,0.0,0.0
6.9,-73.951812,40.769172999999995,-73.96923699999999,40.757735,1,0.0174249999999887,0.0114379999999982,2009,3,13,7,4,morning rush hour,1943.7183022692452,3.5498971182935377,United States,New York,New York,Manhattan,4.4,-2.8,0.0,0.0
10.0,-74.00044799999999,40.747704,-73.965471,40.759391,1,0.0349769999999978,0.011687000000002,2014,1,10,6,4,early morning,3226.28111530415,3.0995439153036344,United States,New York,New York,Manhattan,2.8,-1.0,2.8,0.0
5.5,-74.00164794921875,40.74094009399415,-74.00572967529298,40.75017547607422,1,0.0040817260742329,0.009235382080071,2015,3,30,10,0,morning rush hour,1081.9684068672252,5.083327724813075,United States,New York,New York,Manhattan,12.2,2.2,0.0,0.0
10.0,-73.96003723144531,40.78062438964844,-73.97175598144531,40.76593399047852,1,0.01171875,0.0146903991699147,2015,3,9,16,0,evening rush hour,1907.908640899112,5.241341113318427,United States,New York,New York,Manhattan,12.2,4.4,0.3,0.0
5.7,-74.002502,40.726696999999994,-73.993987,40.745090999999995,1,0.0085150000000027,0.0183940000000006,2010,2,8,22,0,night,2165.567794048711,2.6321041602412136,United States,New York,New York,Manhattan,2.8,-5.0,0.0,0.0
11.0,-73.989439,40.776503000000005,-73.966752,40.769882,1,0.0226870000000047,0.0066210000000026,2014,9,23,7,1,morning rush hour,2051.582685276513,5.361714192142061,United States,New York,New York,Manhattan,21.7,11.1,0.0,0.0
10.0,-73.9585952758789,40.7641830444336,-73.96001434326173,40.779258728027344,1,0.0014190673828267,0.0150756835937428,2015,5,27,12,2,afternoon,1678.428315232424,5.9579547778394275,United States,New York,New York,Manhattan,29.4,21.1,2.0,0.0
7.7,-73.99238000000001,40.734704,-73.990077,40.756640999999995,1,0.0023030000000119,0.0219369999999941,2009,8,13,20,3,night,2443.834535702006,3.1507861467340006,United States,New York,New York,Manhattan,22.2,20.0,0.5,0.0
7.7,-73.992168,40.721211,-74.001862,40.736315999999995,1,0.009693999999996,0.0151049999999983,2009,5,9,17,5,evening rush hour,1866.6284424923017,4.125084470329321,United States,New York,New York,Manhattan,24.4,14.4,15.7,0.0
16.5,-73.978385,40.762941999999995,-73.987015,40.72091,6,0.0086299999999965,0.0420319999999918,2014,8,12,21,1,night,4724.180262464221,3.492669433277148,United States,New York,New York,Manhattan,26.1,21.1,4.8,0.0
12.1,-74.001532,40.732103,-73.960319,40.763751,1,0.041212999999999,0.031647999999997,2011,6,22,0,2,clubbing,4946.354515637021,2.446246010419997,United States,New York,New York,Manhattan,26.7,21.7,6.9,0.0
13.3,-73.982218,40.771384999999995,-73.955748,40.745976,1,0.0264700000000033,0.0254089999999962,2011,1,22,1,5,clubbing,3599.6743749591974,3.6947786423461584,United States,New York,New York,Manhattan,-4.4,-10.6,0.0,0.0
8.5,-73.97256999999999,40.759172,-73.95564300000001,40.76603,2,0.0169269999999812,0.0068580000000011,2014,5,6,15,1,evening rush hour,1619.4953060100786,5.2485487104876505,United States,New York,New York,Manhattan,21.7,11.1,0.0,0.0
4.1,-73.98444,40.761075,-73.976288,40.763482,1,0.0081520000000097,0.0024070000000051,2009,11,27,21,4,night,738.4056554556563,5.552503518502938,United States,New York,New York,Manhattan,10.0,6.1,0.0,0.0
5.0,-73.98070526123048,40.76496505737305,-73.98619842529298,40.75588607788085,1,0.0054931640625,0.0090789794921946,2015,1,9,7,4,morning rush hour,1109.7933256854744,4.505343368245347,United States,New York,New York,Manhattan,0.6,-7.1,1.8,38.0
11.7,-73.96856,40.767346999999994,-74.006227,40.733182,2,0.037666999999999,0.0341649999999944,2011,7,16,21,5,night,4951.107193602541,2.3631077943773633,United States,New York,New York,Manhattan,32.2,21.1,0.0,0.0
6.9,-73.984135,40.737225,-73.980687,40.757867,1,0.0034479999999916,0.0206419999999951,2010,3,8,6,0,early morning,2310.696707835016,2.9861123602261435,United States,New York,New York,Manhattan,16.1,5.0,0.0,0.0
10.5,-73.971254,40.782857,-73.977721,40.755790000000005,1,0.0064670000000006,0.0270669999999952,2011,4,12,15,1,evening rush hour,3054.9626343342507,3.4370305816484072,United States,New York,New York,Manhattan,22.2,7.2,27.7,0.0
5.7,-73.991017,40.734997,-73.992288,40.74916,1,0.0012710000000026,0.0141630000000034,2010,7,18,16,6,evening rush hour,1576.4453572236143,3.615729510624244,United States,New York,New York,Manhattan,34.4,25.6,0.0,0.0
6.0,-73.99276733398438,40.72429656982422,-74.00606536865234,40.73152160644531,2,0.0132980346679687,0.0072250366210937,2015,2,27,14,4,afternoon,1380.5104071867904,4.3462185933294215,United States,New York,New York,Manhattan,-1.0,-7.7,0.0,0.0
11.3,-73.989246,40.739684,-73.96271,40.772978,1,0.026535999999993,0.033294000000005,2009,5,23,12,5,afternoon,4323.316346709321,2.613734247923116,United States,New York,New York,Manhattan,22.8,15.6,0.0,0.0
4.9,-73.987643,40.776225,-73.980739,40.76577,1,0.0069040000000057,0.0104549999999932,2011,3,22,8,1,morning rush hour,1299.1213573011469,3.7717800361464926,United States,New York,New York,Manhattan,10.0,4.4,0.0,0.0
9.3,-73.95957800000001,40.782707,-73.98228,40.768017,5,0.0227019999999953,0.0146900000000016,2011,5,8,14,6,afternoon,2516.7833103099433,3.6951929718791328,United States,New York,New York,Manhattan,23.3,11.1,0.0,0.0
